file_number,substrain,noise_spl,noise_type,abr_time,id,experimenter_id,freq_hz,level_db,f1,f2,level_f1,level_f2,level_distprod
556,CaJ,100,baseline,baseline,C203_5,JF,16000.0,75.0,13328.0,16000.0,73.37349605560303,54.57261085510254,29.36559295654297
556,CaJ,100,baseline,baseline,C203_5,JF,16000.0,70.0,13328.0,16000.0,68.40152740478516,49.564435958862305,26.626575469970703
556,CaJ,100,baseline,baseline,C203_5,JF,16000.0,65.0,13328.0,16000.0,63.39311218261719,44.52953338623047,22.186721801757812
556,CaJ,100,baseline,baseline,C203_5,JF,16000.0,60.0,13328.0,16000.0,58.375288009643555,39.498844146728516,16.623001098632812
556,CaJ,100,baseline,baseline,C203_5,JF,16000.0,55.0,13328.0,16000.0,53.35671806335449,34.511043548583984,9.628349304199219
556,CaJ,100,baseline,baseline,C203_5,JF,16000.0,50.0,13328.0,16000.0,48.32575225830078,29.499649047851562,1.8819580078125
556,CaJ,100,baseline,baseline,C203_5,JF,16000.0,45.0,13328.0,16000.0,43.31208038330078,24.5235595703125,-8.857322692871094
556,CaJ,100,baseline,baseline,C203_5,JF,16000.0,40.0,13328.0,16000.0,38.30256271362305,19.480819702148438,-17.570541381835938
556,CaJ,100,baseline,baseline,C203_5,JF,16000.0,35.0,13328.0,16000.0,33.295387268066406,14.674201965332031,-20.547943115234375
556,CaJ,100,baseline,baseline,C203_5,JF,16000.0,30.0,13328.0,16000.0,28.252269744873047,9.612632751464844,-48.420074462890625
556,CaJ,100,baseline,baseline,C203_5,JF,16000.0,25.0,13328.0,16000.0,23.274444580078125,5.349739074707031,-22.771652221679688
556,CaJ,100,baseline,baseline,C203_5,JF,16000.0,20.0,13328.0,16000.0,18.254596710205078,-0.8889694213867188,-17.049240112304688
536,CaJ,100,baseline,baseline,C195_2,JF,16000.0,80.0,13328.0,16000.0,80.50511491298676,67.40663433074951,32.63127517700195
536,CaJ,100,baseline,baseline,C195_2,JF,16000.0,75.0,13328.0,16000.0,75.51238012313843,62.395851135253906,30.123924255371094
